x,y,z
5.696474091125107719e-01,-1.527229273250350627e-01,5.000000000000000000e-01
5.695796988827974694e-01,-1.529486913478292076e-01,5.000000000000000000e-01
5.695117530616412571e-01,-1.531767878573067621e-01,5.000000000000000000e-01
5.694435680141980427e-01,-1.534072357809135312e-01,5.000000000000000000e-01
5.693751009885044123e-01,-1.536400290533159740e-01,5.000000000000000000e-01
5.693063520576204795e-01,-1.538752607282969642e-01,5.000000000000000000e-01
5.692373243810853189e-01,-1.541129895394028892e-01,5.000000000000000000e-01
5.691679981575562541e-01,-1.543532424027879435e-01,5.000000000000000000e-01
5.690983632650248314e-01,-1.545960713683807997e-01,5.000000000000000000e-01
5.690284227854638388e-01,-1.548415215606119832e-01,5.000000000000000000e-01
5.689581870270657982e-01,-1.550895952122000876e-01,5.000000000000000000e-01
5.688876749372572261e-01,-1.553402514393064093e-01,5.000000000000000000e-01
5.688168763818266527e-01,-1.555934466688228546e-01,5.000000000000000000e-01
5.687457903793300407e-01,-1.558491571379983787e-01,5.000000000000000000e-01
5.686744080453403072e-01,-1.561073950076528327e-01,5.000000000000000000e-01
5.686026964767452174e-01,-1.563682241051475297e-01,5.000000000000000000e-01
5.685306667546115023e-01,-1.566316648954738100e-01,5.000000000000000000e-01
5.684583345501723617e-01,-1.568976692311958299e-01,5.000000000000000000e-01
5.683856880999669237e-01,-1.571662397433170599e-01,5.000000000000000000e-01
5.683127050682568182e-01,-1.574374503684771442e-01,5.000000000000000000e-01
5.682393668692865552e-01,-1.577113840172575110e-01,5.000000000000000000e-01
5.681656751299212216e-01,-1.579880213844577774e-01,5.000000000000000000e-01
5.680916480802571389e-01,-1.582672488312187875e-01,5.000000000000000000e-01
5.680172897746907923e-01,-1.585490459100558358e-01,5.000000000000000000e-01
5.679426020787070595e-01,-1.588333780449576460e-01,5.000000000000000000e-01
5.678676010842993449e-01,-1.591201088953570486e-01,5.000000000000000000e-01
5.677923055613526282e-01,-1.594091234720211858e-01,5.000000000000000000e-01
5.677167340658947348e-01,-1.597003114775595867e-01,5.000000000000000000e-01
5.676408936159187402e-01,-1.599937006767390701e-01,5.000000000000000000e-01
5.675647823750612497e-01,-1.602892942518175656e-01,5.000000000000000000e-01
5.674884043863533956e-01,-1.605869835396180056e-01,5.000000000000000000e-01
5.674117709544583832e-01,-1.608866787933510289e-01,5.000000000000000000e-01
5.673348962640991644e-01,-1.611882680978592441e-01,5.000000000000000000e-01
5.672577964081864099e-01,-1.614916624808794554e-01,5.000000000000000000e-01
5.671804870496427453e-01,-1.617967626351264621e-01,5.000000000000000000e-01
5.671029802777833861e-01,-1.621036286354419209e-01,5.000000000000000000e-01
5.670252733180449756e-01,-1.624123566866678969e-01,5.000000000000000000e-01
5.669473541162572960e-01,-1.627229375295536351e-01,5.000000000000000000e-01
5.668692142661575506e-01,-1.630354648535222717e-01,5.000000000000000000e-01
5.667908381701072251e-01,-1.633499942794746085e-01,5.000000000000000000e-01
5.667122092805496614e-01,-1.636664809478578508e-01,5.000000000000000000e-01
5.666333207261105009e-01,-1.639849562232227054e-01,5.000000000000000000e-01
5.665541609633928388e-01,-1.643051601220010260e-01,5.000000000000000000e-01
5.664747435991925872e-01,-1.646268208702259817e-01,5.000000000000000000e-01
5.663951089597693000e-01,-1.649501954342766363e-01,5.000000000000000000e-01
5.663152541193573475e-01,-1.652753588985151623e-01,5.000000000000000000e-01
5.662351624851024168e-01,-1.656021482730579697e-01,5.000000000000000000e-01
5.661548410235759388e-01,-1.659306053134740611e-01,5.000000000000000000e-01
5.660742866654677741e-01,-1.662606885115377464e-01,5.000000000000000000e-01
5.659935015921937485e-01,-1.665924637234703631e-01,5.000000000000000000e-01
5.659124796668674184e-01,-1.669259602304965506e-01,5.000000000000000000e-01
5.658312108977638921e-01,-1.672611938489922956e-01,5.000000000000000000e-01
5.657496773056391870e-01,-1.675979231793169877e-01,5.000000000000000000e-01
5.656678777701011906e-01,-1.679358000482743529e-01,5.000000000000000000e-01
5.655858640802144954e-01,-1.682751028192600307e-01,5.000000000000000000e-01
5.655036487215368002e-01,-1.686161196947284224e-01,5.000000000000000000e-01
5.654212062922181481e-01,-1.689589057626312285e-01,5.000000000000000000e-01
5.653385126035153085e-01,-1.693035242344147207e-01,5.000000000000000000e-01
5.652555406601681431e-01,-1.696499460211277621e-01,5.000000000000000000e-01
5.651722682322393165e-01,-1.699980944693140483e-01,5.000000000000000000e-01
5.650886969425530371e-01,-1.703481476029566621e-01,5.000000000000000000e-01
5.650047986953257162e-01,-1.706999967916168204e-01,5.000000000000000000e-01
5.649205677647294310e-01,-1.710537091960326328e-01,5.000000000000000000e-01
5.648359912676799155e-01,-1.714092833576718600e-01,5.000000000000000000e-01
5.647510563799797989e-01,-1.717667098878610243e-01,5.000000000000000000e-01
5.646657636470804320e-01,-1.721261533604850347e-01,5.000000000000000000e-01
5.645800848998754340e-01,-1.724875106589678353e-01,5.000000000000000000e-01
5.644940037851756687e-01,-1.728506517380671847e-01,5.000000000000000000e-01
5.644075288285688163e-01,-1.732156950868435907e-01,5.000000000000000000e-01
5.643206617437350747e-01,-1.735828252460677734e-01,5.000000000000000000e-01
5.642333812288355954e-01,-1.739520937501266018e-01,5.000000000000000000e-01
5.641457030688153962e-01,-1.743241932318632115e-01,5.000000000000000000e-01
5.640575489772297058e-01,-1.746990476351780730e-01,5.000000000000000000e-01
5.639688407453780084e-01,-1.750762591062615114e-01,5.000000000000000000e-01
5.638795748365567073e-01,-1.754559226737555377e-01,5.000000000000000000e-01
5.637897123532413790e-01,-1.758376607297490735e-01,5.000000000000000000e-01
5.636992583924953504e-01,-1.762212890781826302e-01,5.000000000000000000e-01
5.636082333378733544e-01,-1.766067137081763494e-01,5.000000000000000000e-01
5.635166748127760084e-01,-1.769941363084752972e-01,5.000000000000000000e-01
5.634246009476870931e-01,-1.773837973567041759e-01,5.000000000000000000e-01
5.633320014081788507e-01,-1.777758197585901923e-01,5.000000000000000000e-01
5.632388564588957092e-01,-1.781702758470831705e-01,5.000000000000000000e-01
5.631450974549052635e-01,-1.785664179720790057e-01,5.000000000000000000e-01
5.630507361392663723e-01,-1.789638776910984774e-01,5.000000000000000000e-01
5.629558175709687973e-01,-1.793624748790465240e-01,5.000000000000000000e-01
5.628603962244751457e-01,-1.797622336721932668e-01,5.000000000000000000e-01
5.627645487477043185e-01,-1.801637793114554409e-01,5.000000000000000000e-01
5.626682248890477744e-01,-1.805664769181116736e-01,5.000000000000000000e-01
5.625714421053590319e-01,-1.809700889579211880e-01,5.000000000000000000e-01
5.624742604360551956e-01,-1.813749339964310092e-01,5.000000000000000000e-01
5.623767003566895184e-01,-1.817812495422225505e-01,5.000000000000000000e-01
5.622787594046618764e-01,-1.821891986155508569e-01,5.000000000000000000e-01
5.621803916636810561e-01,-1.825983662101329785e-01,5.000000000000000000e-01
5.620816189399410190e-01,-1.830090146360186520e-01,5.000000000000000000e-01
5.619824123422891837e-01,-1.834208097711599317e-01,5.000000000000000000e-01
5.618827644701125390e-01,-1.838334296254204303e-01,5.000000000000000000e-01
5.617827240464563499e-01,-1.842472216156861020e-01,5.000000000000000000e-01
5.616822974220008202e-01,-1.846623587617096940e-01,5.000000000000000000e-01
5.615814967042958017e-01,-1.850793815077056426e-01,5.000000000000000000e-01
5.614802877353111121e-01,-1.854986437378221553e-01,5.000000000000000000e-01
5.613786002097264083e-01,-1.859200829788463238e-01,5.000000000000000000e-01
5.612763761978705190e-01,-1.863436140013778053e-01,5.000000000000000000e-01
5.611735879959903750e-01,-1.867694799882102796e-01,5.000000000000000000e-01
5.610701835534086523e-01,-1.871976354738609516e-01,5.000000000000000000e-01
5.609661249230718516e-01,-1.876281174169817378e-01,5.000000000000000000e-01
5.608613792620762428e-01,-1.880609967859234177e-01,5.000000000000000000e-01
5.607559044159093897e-01,-1.884961172365535176e-01,5.000000000000000000e-01
5.606496614840577042e-01,-1.889330252992454384e-01,5.000000000000000000e-01
5.605426467738775509e-01,-1.893713408417162514e-01,5.000000000000000000e-01
5.604348911552523571e-01,-1.898109795814023060e-01,5.000000000000000000e-01
5.603264308122900550e-01,-1.902520246143861726e-01,5.000000000000000000e-01
5.602172672690219901e-01,-1.906939202636983299e-01,5.000000000000000000e-01
5.601074379060015929e-01,-1.911362911000006604e-01,5.000000000000000000e-01
5.599970460057901445e-01,-1.915801765407327273e-01,5.000000000000000000e-01
5.598860868710391347e-01,-1.920257322440919734e-01,5.000000000000000000e-01
5.597745203990689422e-01,-1.924724129051984534e-01,5.000000000000000000e-01
5.596623433526592972e-01,-1.929196192226562412e-01,5.000000000000000000e-01
5.595496090474889606e-01,-1.933675606620424148e-01,5.000000000000000000e-01
5.594363664896523369e-01,-1.938169418614184014e-01,5.000000000000000000e-01
5.593225975539803940e-01,-1.942679684868362233e-01,5.000000000000000000e-01
5.592082827877333795e-01,-1.947211461156282408e-01,5.000000000000000000e-01
5.590933724149457218e-01,-1.951769475530441555e-01,5.000000000000000000e-01
5.589777884128961372e-01,-1.956355104355652352e-01,5.000000000000000000e-01
5.588614275215955107e-01,-1.960958288500756763e-01,5.000000000000000000e-01
5.587442751920188577e-01,-1.965576494940318164e-01,5.000000000000000000e-01
5.586263559856592398e-01,-1.970217760662139606e-01,5.000000000000000000e-01
5.585076292001280862e-01,-1.974882553719882472e-01,5.000000000000000000e-01
5.583880552781259610e-01,-1.979571805806207840e-01,5.000000000000000000e-01
5.582676040903461478e-01,-1.984291486195786658e-01,5.000000000000000000e-01
5.581461929882631789e-01,-1.989033411601528467e-01,5.000000000000000000e-01
5.580237984340297164e-01,-1.993791209219247518e-01,5.000000000000000000e-01
5.579004435344293578e-01,-1.998562212215543865e-01,5.000000000000000000e-01
5.577761661160887119e-01,-2.003348998539892789e-01,5.000000000000000000e-01
5.576509909052100866e-01,-2.008160076782111170e-01,5.000000000000000000e-01
5.575248718638590173e-01,-2.012982377971567205e-01,5.000000000000000000e-01
5.573978501476255509e-01,-2.017818830539692132e-01,5.000000000000000000e-01
5.572699521032709047e-01,-2.022679991860021342e-01,5.000000000000000000e-01
5.571411295336712310e-01,-2.027560682439403239e-01,5.000000000000000000e-01
5.570113716720064279e-01,-2.032458132234353787e-01,5.000000000000000000e-01
5.568806825495115076e-01,-2.037370347706587703e-01,5.000000000000000000e-01
5.567490777996475515e-01,-2.042295515879428702e-01,5.000000000000000000e-01
5.566165797946081017e-01,-2.047228429356817148e-01,5.000000000000000000e-01
5.564832333832485656e-01,-2.052171843504882742e-01,5.000000000000000000e-01
5.563490608782986069e-01,-2.057127730384703257e-01,5.000000000000000000e-01
5.562140754392750353e-01,-2.062090254171590198e-01,5.000000000000000000e-01
5.560783104354856121e-01,-2.067061924063517409e-01,5.000000000000000000e-01
5.559417733526466066e-01,-2.072051814016749594e-01,5.000000000000000000e-01
5.558044333192289077e-01,-2.077055914779975532e-01,5.000000000000000000e-01
5.556662822882009189e-01,-2.082071492091451814e-01,5.000000000000000000e-01
5.555273251725550976e-01,-2.087097754337768896e-01,5.000000000000000000e-01
5.553875659552216515e-01,-2.092135286850687059e-01,5.000000000000000000e-01
5.552469958717112242e-01,-2.097188602151269787e-01,5.000000000000000000e-01
5.551055981191967970e-01,-2.102254054338527078e-01,5.000000000000000000e-01
5.549633660381581013e-01,-2.107332174835340743e-01,5.000000000000000000e-01
5.548202797673036368e-01,-2.112427906225116392e-01,5.000000000000000000e-01
5.546763254194613246e-01,-2.117533922068667585e-01,5.000000000000000000e-01
5.545315270148978293e-01,-2.122644292533540089e-01,5.000000000000000000e-01
5.543859255470290348e-01,-2.127757548231312135e-01,5.000000000000000000e-01
5.542395483010968960e-01,-2.132876764748904974e-01,5.000000000000000000e-01
5.540923854096354573e-01,-2.138009395496698328e-01,5.000000000000000000e-01
5.539443977203204472e-01,-2.143158990178034018e-01,5.000000000000000000e-01
5.537955527945687129e-01,-2.148323010268035071e-01,5.000000000000000000e-01
5.536458482704040840e-01,-2.153495648250903227e-01,5.000000000000000000e-01
5.534953331914919117e-01,-2.158666946473548620e-01,5.000000000000000000e-01
5.533440576528779742e-01,-2.163837601881673511e-01,5.000000000000000000e-01
5.531920028724015559e-01,-2.169021116640994784e-01,5.000000000000000000e-01
5.530391171759152513e-01,-2.174221712694180408e-01,5.000000000000000000e-01
5.528853570042956411e-01,-2.179438089430201231e-01,5.000000000000000000e-01
5.527307094947200294e-01,-2.184665259790943281e-01,5.000000000000000000e-01
5.525751824664282275e-01,-2.189899812646653732e-01,5.000000000000000000e-01
5.524187624531691210e-01,-2.195145234465761819e-01,5.000000000000000000e-01
5.522614362943270017e-01,-2.200401781968079062e-01,5.000000000000000000e-01
5.521032773279206385e-01,-2.205655273400113914e-01,5.000000000000000000e-01
5.519443925053917344e-01,-2.210897585375053431e-01,5.000000000000000000e-01
5.517848078023767089e-01,-2.216138402016431530e-01,5.000000000000000000e-01
5.516245780103374852e-01,-2.221374317744377325e-01,5.000000000000000000e-01
5.514637545953524622e-01,-2.226603670260078882e-01,5.000000000000000000e-01
5.513022816251179625e-01,-2.231840571748471280e-01,5.000000000000000000e-01
5.511400901257603735e-01,-2.237090261251463152e-01,5.000000000000000000e-01
5.509772206435452624e-01,-2.242340376836436944e-01,5.000000000000000000e-01
5.508137374135515518e-01,-2.247583647439280186e-01,5.000000000000000000e-01
5.506496255818180696e-01,-2.252827396066713339e-01,5.000000000000000000e-01
5.504849182769179228e-01,-2.258067778344963750e-01,5.000000000000000000e-01
5.503196901192624058e-01,-2.263298116807339611e-01,5.000000000000000000e-01
5.501539787008465909e-01,-2.268519346463055975e-01,5.000000000000000000e-01
5.499877624123332698e-01,-2.273738053235344614e-01,5.000000000000000000e-01
5.498210627849664522e-01,-2.278951847091659211e-01,5.000000000000000000e-01
5.496538854731012336e-01,-2.284161115678192688e-01,5.000000000000000000e-01
5.494861609190413443e-01,-2.289373805753896762e-01,5.000000000000000000e-01
5.493178403617851036e-01,-2.294591660548031542e-01,5.000000000000000000e-01
5.491490222378659913e-01,-2.299800904349385555e-01,5.000000000000000000e-01
5.489796896622768374e-01,-2.305005798329043953e-01,5.000000000000000000e-01
5.488097109946504792e-01,-2.310219732455360553e-01,5.000000000000000000e-01
5.486390657237927293e-01,-2.315439227452391613e-01,5.000000000000000000e-01
5.484677073069249564e-01,-2.320665264070459477e-01,5.000000000000000000e-01
5.482956239229148654e-01,-2.325895604573101627e-01,5.000000000000000000e-01
5.481228665519738419e-01,-2.331123619032904326e-01,5.000000000000000000e-01
5.479495521922863599e-01,-2.336339848785459750e-01,5.000000000000000000e-01
5.477756508209229436e-01,-2.341550960445979435e-01,5.000000000000000000e-01
5.476011380085084035e-01,-2.346760370218581582e-01,5.000000000000000000e-01
5.474261657836944073e-01,-2.351955202725965199e-01,5.000000000000000000e-01
5.472507838291574833e-01,-2.357135736691975958e-01,5.000000000000000000e-01
5.470749109121901821e-01,-2.362312027096923894e-01,5.000000000000000000e-01
5.468985747508970929e-01,-2.367481772068985579e-01,5.000000000000000000e-01
5.467218495836436709e-01,-2.372639613010890658e-01,5.000000000000000000e-01
5.465446171357672966e-01,-2.377796629986246302e-01,5.000000000000000000e-01
5.463668587841326030e-01,-2.382952515760142220e-01,5.000000000000000000e-01
5.461886420571391287e-01,-2.388100892839865041e-01,5.000000000000000000e-01
5.460100898078359410e-01,-2.393233568635658448e-01,5.000000000000000000e-01
5.458311681077094857e-01,-2.398355845524122176e-01,5.000000000000000000e-01
5.456517571171837222e-01,-2.403477144692617862e-01,5.000000000000000000e-01
5.454718281682520153e-01,-2.408597594807838638e-01,5.000000000000000000e-01
5.452912680298812598e-01,-2.413723126401811636e-01,5.000000000000000000e-01
5.451100393456742577e-01,-2.418853133042345727e-01,5.000000000000000000e-01
5.449282468027674131e-01,-2.423978154072387592e-01,5.000000000000000000e-01
5.447460469588625287e-01,-2.429088339647430539e-01,5.000000000000000000e-01
5.445634876807959879e-01,-2.434183341797528377e-01,5.000000000000000000e-01
5.443805143595945584e-01,-2.439269109348541353e-01,5.000000000000000000e-01
5.441970408061771458e-01,-2.444351617547811939e-01,5.000000000000000000e-01
5.440130178501350056e-01,-2.449433043895616890e-01,5.000000000000000000e-01
5.438284357416465209e-01,-2.454512624076028438e-01,5.000000000000000000e-01
5.436432285998203939e-01,-2.459593297635599973e-01,5.000000000000000000e-01
5.434574218411923896e-01,-2.464672021857094442e-01,5.000000000000000000e-01
5.432710024032514351e-01,-2.469748868186906754e-01,5.000000000000000000e-01
5.430839095353139356e-01,-2.474826643205480514e-01,5.000000000000000000e-01
5.428961500647259131e-01,-2.479903837873140005e-01,5.000000000000000000e-01
5.427077302779348411e-01,-2.484979375904487198e-01,5.000000000000000000e-01
5.425187732931804341e-01,-2.490046249448628068e-01,5.000000000000000000e-01
5.423293247660003757e-01,-2.495103063810962807e-01,5.000000000000000000e-01
5.421391231582866066e-01,-2.500164978741246657e-01,5.000000000000000000e-01
5.419481114107949082e-01,-2.505233081085549984e-01,5.000000000000000000e-01
5.417565382264377671e-01,-2.510292670921550062e-01,5.000000000000000000e-01
5.415645430971822716e-01,-2.515337753266418952e-01,5.000000000000000000e-01
5.413718747848081936e-01,-2.520383162273809319e-01,5.000000000000000000e-01
5.411783975999511220e-01,-2.525434817756342376e-01,5.000000000000000000e-01
5.409843855326352813e-01,-2.530477468464994995e-01,5.000000000000000000e-01
5.407897645016048749e-01,-2.535515731821635921e-01,5.000000000000000000e-01
5.405941752079478357e-01,-2.540567066185162592e-01,5.000000000000000000e-01
5.403976935448551178e-01,-2.545624955082641527e-01,5.000000000000000000e-01
5.402004512394018576e-01,-2.550681782557511768e-01,5.000000000000000000e-01
5.400024791647695110e-01,-2.555736096317401396e-01,5.000000000000000000e-01
5.398038217335632272e-01,-2.560786158466569762e-01,5.000000000000000000e-01
5.396044662294654515e-01,-2.565833021131255220e-01,5.000000000000000000e-01
5.394044569829502533e-01,-2.570875052874221911e-01,5.000000000000000000e-01
5.392041429967554533e-01,-2.575897358817951788e-01,5.000000000000000000e-01
5.390034609194531701e-01,-2.580905478423078936e-01,5.000000000000000000e-01
5.388021252865962119e-01,-2.585913375301543971e-01,5.000000000000000000e-01
5.386002251273140917e-01,-2.590916601990643775e-01,5.000000000000000000e-01
5.383979473843364394e-01,-2.595907277628791698e-01,5.000000000000000000e-01
5.381954412170080193e-01,-2.600880387739015198e-01,5.000000000000000000e-01
5.379926295415371484e-01,-2.605840849847722573e-01,5.000000000000000000e-01
5.377893975623766476e-01,-2.610794282866092941e-01,5.000000000000000000e-01
5.375858141628915288e-01,-2.615737832879165836e-01,5.000000000000000000e-01
5.373818132495356004e-01,-2.620674525657589182e-01,5.000000000000000000e-01
5.371775095484989659e-01,-2.625599691302174521e-01,5.000000000000000000e-01
5.369727613190509175e-01,-2.630519400467228319e-01,5.000000000000000000e-01
5.367678220017551016e-01,-2.635423499939896774e-01,5.000000000000000000e-01
5.365630672781289690e-01,-2.640298491616046017e-01,5.000000000000000000e-01
5.363579994962079933e-01,-2.645165937730148409e-01,5.000000000000000000e-01
5.361523160763763673e-01,-2.650036913526154225e-01,5.000000000000000000e-01
5.359463834632323120e-01,-2.654895970616880096e-01,5.000000000000000000e-01
5.357403479538549451e-01,-2.659737996755441314e-01,5.000000000000000000e-01
5.355343830693600760e-01,-2.664557563539168283e-01,5.000000000000000000e-01
5.353288143904597618e-01,-2.669344286794907428e-01,5.000000000000000000e-01
5.351236843595428283e-01,-2.674099151251383977e-01,5.000000000000000000e-01
5.349187149201575231e-01,-2.678834191130960996e-01,5.000000000000000000e-01
5.347137183036879682e-01,-2.683556591664810753e-01,5.000000000000000000e-01
5.345087809291892977e-01,-2.688262959895941773e-01,5.000000000000000000e-01
5.343038981526637698e-01,-2.692953506458165003e-01,5.000000000000000000e-01
5.340991327170369063e-01,-2.697626088104712050e-01,5.000000000000000000e-01
5.338945723627690487e-01,-2.702277951854162863e-01,5.000000000000000000e-01
5.336904684084993189e-01,-2.706901109898358637e-01,5.000000000000000000e-01
5.334869425562438483e-01,-2.711492750695835285e-01,5.000000000000000000e-01
5.332840313451778780e-01,-2.716053119441123043e-01,5.000000000000000000e-01
5.330817936995084771e-01,-2.720581524764185133e-01,5.000000000000000000e-01
5.328799874446992213e-01,-2.725087099793872536e-01,5.000000000000000000e-01
5.326783520042175368e-01,-2.729578485769950658e-01,5.000000000000000000e-01
5.324768497728918915e-01,-2.734056221311875756e-01,5.000000000000000000e-01
5.322755637318570265e-01,-2.738516983127652349e-01,5.000000000000000000e-01
5.320745732462743849e-01,-2.742957989399057439e-01,5.000000000000000000e-01
5.318738453162008550e-01,-2.747380295587097399e-01,5.000000000000000000e-01
5.316733290907664777e-01,-2.751785445463192925e-01,5.000000000000000000e-01
5.314731378998481803e-01,-2.756169744160647528e-01,5.000000000000000000e-01
5.312730433334555968e-01,-2.760540394157047217e-01,5.000000000000000000e-01
5.310727884145090005e-01,-2.764904792812101775e-01,5.000000000000000000e-01
5.308724807044518101e-01,-2.769258654957544863e-01,5.000000000000000000e-01
5.306722936790605472e-01,-2.773596223684169360e-01,5.000000000000000000e-01
5.304722142201707680e-01,-2.777917918746813930e-01,5.000000000000000000e-01
5.302724612538998183e-01,-2.782217288838582658e-01,5.000000000000000000e-01
5.300728912651748725e-01,-2.786499096110751084e-01,5.000000000000000000e-01
5.298732840278159717e-01,-2.790769935947119418e-01,5.000000000000000000e-01
5.296737428388582636e-01,-2.795026421326353150e-01,5.000000000000000000e-01
5.294740149466992118e-01,-2.799275768708717194e-01,5.000000000000000000e-01
5.292739524921743488e-01,-2.803521605346753209e-01,5.000000000000000000e-01
5.290736336435394316e-01,-2.807760933585353724e-01,5.000000000000000000e-01
5.288732970699713265e-01,-2.811986579533939379e-01,5.000000000000000000e-01
5.286727179755656980e-01,-2.816204965695571216e-01,5.000000000000000000e-01
5.284719275315661324e-01,-2.820414934465008683e-01,5.000000000000000000e-01
5.282711258095496021e-01,-2.824610786454267997e-01,5.000000000000000000e-01
5.280701973842023556e-01,-2.828795964313323141e-01,5.000000000000000000e-01
5.278695094460192916e-01,-2.832960531544428395e-01,5.000000000000000000e-01
5.276692432282656942e-01,-2.837100333519876338e-01,5.000000000000000000e-01
5.274692381030055000e-01,-2.841220649066918957e-01,5.000000000000000000e-01
5.272696645834713536e-01,-2.845317476748282504e-01,5.000000000000000000e-01
5.270705084537068430e-01,-2.849391936145806992e-01,5.000000000000000000e-01
5.268714069013303858e-01,-2.853454172473448569e-01,5.000000000000000000e-01
5.266723889529496549e-01,-2.857503333606596918e-01,5.000000000000000000e-01
5.264734847234471271e-01,-2.861538605793313428e-01,5.000000000000000000e-01
5.262746065436717524e-01,-2.865562291327260480e-01,5.000000000000000000e-01
5.260759998956714423e-01,-2.869568017221678091e-01,5.000000000000000000e-01
5.258778338283868203e-01,-2.873551803258814208e-01,5.000000000000000000e-01
5.256800793650731052e-01,-2.877514929733997473e-01,5.000000000000000000e-01
5.254826471884531669e-01,-2.881460062264005195e-01,5.000000000000000000e-01
5.252854552672131527e-01,-2.885389484558996132e-01,5.000000000000000000e-01
5.250884792694239245e-01,-2.889303884149545532e-01,5.000000000000000000e-01
5.248915716178521595e-01,-2.893206945980441036e-01,5.000000000000000000e-01
5.246946808555725816e-01,-2.897099776529321602e-01,5.000000000000000000e-01
5.244982888204405835e-01,-2.900970459216125619e-01,5.000000000000000000e-01
5.243023713184647994e-01,-2.904820065989165423e-01,5.000000000000000000e-01
5.241067132608128176e-01,-2.908654197141644082e-01,5.000000000000000000e-01
5.239115780798526689e-01,-2.912466617120456625e-01,5.000000000000000000e-01
5.237167037557516336e-01,-2.916263967400099522e-01,5.000000000000000000e-01
5.235219620578668298e-01,-2.920049313897246090e-01,5.000000000000000000e-01
5.233276233928751964e-01,-2.923816182170211331e-01,5.000000000000000000e-01
5.231336537052524438e-01,-2.927565593639103181e-01,5.000000000000000000e-01
5.229398931708106879e-01,-2.931301442922127354e-01,5.000000000000000000e-01
5.227464374862913488e-01,-2.935021485998786650e-01,5.000000000000000000e-01
5.225533661429406784e-01,-2.938723997135260779e-01,5.000000000000000000e-01
5.223607247665991160e-01,-2.942408111673386895e-01,5.000000000000000000e-01
5.221683260016106720e-01,-2.946078308045506633e-01,5.000000000000000000e-01
5.219761056170157953e-01,-2.949736034279455410e-01,5.000000000000000000e-01
5.217842547377704587e-01,-2.953376938928116147e-01,5.000000000000000000e-01
5.215928414940074198e-01,-2.956999651574602206e-01,5.000000000000000000e-01
5.214015784057388636e-01,-2.960610784203892010e-01,5.000000000000000000e-01
5.212104730483251291e-01,-2.964210083768294979e-01,5.000000000000000000e-01
5.210200238772741965e-01,-2.967786532102191233e-01,5.000000000000000000e-01
5.208305481750727939e-01,-2.971333619064656650e-01,5.000000000000000000e-01
5.206417344615019704e-01,-2.974858810896170991e-01,5.000000000000000000e-01
5.204534864976265718e-01,-2.978364508369910069e-01,5.000000000000000000e-01
5.202659260652440221e-01,-2.981848276793567232e-01,5.000000000000000000e-01
5.200791239160411639e-01,-2.985308880233444317e-01,5.000000000000000000e-01
5.198931164095476065e-01,-2.988745854075228747e-01,5.000000000000000000e-01
5.197079621470266364e-01,-2.992158264351277297e-01,5.000000000000000000e-01
5.195235855940667502e-01,-2.995548027554533199e-01,5.000000000000000000e-01
5.193399094991835163e-01,-2.998916998067983064e-01,5.000000000000000000e-01
5.191571070126062004e-01,-3.002261696639075828e-01,5.000000000000000000e-01
5.189749469121306413e-01,-3.005587203509633154e-01,5.000000000000000000e-01
5.187932388465739120e-01,-3.008897534021272024e-01,5.000000000000000000e-01
5.186122210219279438e-01,-3.012187699755043413e-01,5.000000000000000000e-01
5.184321747047759832e-01,-3.015452048860352563e-01,5.000000000000000000e-01
5.182529696974529365e-01,-3.018693557127558047e-01,5.000000000000000000e-01
5.180742707161234417e-01,-3.021919243945038192e-01,5.000000000000000000e-01
5.178961522202195633e-01,-3.025127551104821455e-01,5.000000000000000000e-01
5.177186268338720421e-01,-3.028318241046654702e-01,5.000000000000000000e-01
5.175417627131970733e-01,-3.031489984377329638e-01,5.000000000000000000e-01
5.173655462909871883e-01,-3.034643138623912550e-01,5.000000000000000000e-01
5.171898536279726510e-01,-3.037780250930615655e-01,5.000000000000000000e-01
5.170147706804151255e-01,-3.040899624691413283e-01,5.000000000000000000e-01
5.168405520066292613e-01,-3.043996314258447522e-01,5.000000000000000000e-01
5.166672158433229800e-01,-3.047070185839482193e-01,5.000000000000000000e-01
5.164946723566019582e-01,-3.050123218028935046e-01,5.000000000000000000e-01
5.163227911681471660e-01,-3.053158095863452992e-01,5.000000000000000000e-01
5.161517032964225704e-01,-3.056172356280826286e-01,5.000000000000000000e-01
5.159819289871696579e-01,-3.059156106012577703e-01,5.000000000000000000e-01
5.158135047312769617e-01,-3.062109064597952623e-01,5.000000000000000000e-01
5.156461360773515468e-01,-3.065037260150932363e-01,5.000000000000000000e-01
5.154797903700351069e-01,-3.067941521748904776e-01,5.000000000000000000e-01
5.153147848645023288e-01,-3.070815996534901338e-01,5.000000000000000000e-01
5.151509446599229491e-01,-3.073664307219907688e-01,5.000000000000000000e-01
5.149883015159062438e-01,-3.076486060207880846e-01,5.000000000000000000e-01
5.148272028617886242e-01,-3.079274939489373697e-01,5.000000000000000000e-01
5.146675600148916674e-01,-3.082032948731123767e-01,5.000000000000000000e-01
5.145092721816506565e-01,-3.084762241134141325e-01,5.000000000000000000e-01
5.143524347749192094e-01,-3.087461250969829596e-01,5.000000000000000000e-01
5.141968504905887194e-01,-3.090133856518542110e-01,5.000000000000000000e-01
5.140425863445385879e-01,-3.092778955005842656e-01,5.000000000000000000e-01
5.138898305784674880e-01,-3.095393243143674256e-01,5.000000000000000000e-01
5.137385843163712051e-01,-3.097976921874467382e-01,5.000000000000000000e-01
